Line Item Name,Line Item Qty,Shipping State
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,2,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,UT
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
"BATCH—001: ""05"" -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NV
F*ck Kavanaugh Matte Liquid Lipstick -,1,NV
F*ck Kavanaugh Matte Liquid Lipstick -,1,CT
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,2,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,2,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,TN
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,WA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,TN
F*ck Kavanaugh Matte Liquid Lipstick -,2,CA
F*ck Kavanaugh Matte Liquid Lipstick -,2,OR
F*ck Kavanaugh Matte Liquid Lipstick -,1,OR
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,DC
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,IA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MA
F*ck Hollywood Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,OR
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CT
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,2,NY
"BATCH—001: ""02"" -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,1,SC
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,UT
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,AZ
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,2,RI
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,3,MD
F*ck Kavanaugh Matte Liquid Lipstick -,2,MO
F*ck Kavanaugh Matte Liquid Lipstick -,1,OR
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MO
F*ck Kavanaugh Matte Liquid Lipstick -,5,MO
F*ck Kavanaugh Matte Liquid Lipstick -,2,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MT
"BATCH—001: ""02"" -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IN
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,2,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,3,OR
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,5,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MO
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MD
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,2,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NE
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WI
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,ND
F*ck Kavanaugh Matte Liquid Lipstick -,1,ND
F*ck Kavanaugh Matte Liquid Lipstick -,2,CO
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NM
F*ck Kavanaugh Matte Liquid Lipstick -,1,NM
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,CA
F*ck Kavanaugh Matte Liquid Lipstick -,2,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,GA
F*ck Kavanaugh Matte Liquid Lipstick -,3,NM
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,KS
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,KS
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",3,NY
F*ck Kavanaugh Matte Liquid Lipstick -,2,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,GA
F*ck Kavanaugh Matte Liquid Lipstick -,1,GA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NC
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,NY
F*ck Kavanaugh Matte Liquid Lipstick -,2,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",4,CA
F*ck Kavanaugh Matte Liquid Lipstick -,4,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MO
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NY
F*ck Hollywood Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,2,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,2,SC
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,MO
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,PA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,NE
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,DC
"BATCH—001: ""02"" -",1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,WI
F*ck Kavanaugh Matte Liquid Lipstick -,2,UT
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,KS
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,AZ
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,TN
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MD
F*ck Kavanaugh Matte Liquid Lipstick -,4,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",4,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NV
F*ck Kavanaugh Matte Liquid Lipstick -,1,NV
F*ck Kavanaugh Matte Liquid Lipstick -,1,WV
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,GA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NM
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,WI
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,2,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,MO
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NV
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NM
F*ck Kavanaugh Matte Liquid Lipstick -,1,NM
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",5,IL
F*ck Kavanaugh Matte Liquid Lipstick -,5,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IN
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,2,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,OK
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,OR
F*ck Kavanaugh Matte Liquid Lipstick -,2,OR
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,AZ
F*ck Kavanaugh Matte Liquid Lipstick -,1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,IN
F*ck Kavanaugh Matte Liquid Lipstick -,2,IN
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,MD
F*ck Kavanaugh Matte Liquid Lipstick -,2,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,3,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,NH
F*ck Kavanaugh Matte Liquid Lipstick -,2,NJ
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,TN
F*ck Kavanaugh Matte Liquid Lipstick -,1,TN
F*ck Kavanaugh Matte Liquid Lipstick -,2,FL
F*ck Kavanaugh Matte Liquid Lipstick -,2,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IN
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,AZ
F*ck Kavanaugh Matte Liquid Lipstick -,1,WI
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,VA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,MS
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CO
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,3,MS
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,NY
F*ck Kavanaugh Matte Liquid Lipstick -,2,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,WI
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,LA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,TX
F*ck Kavanaugh Matte Liquid Lipstick -,2,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,OK
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IN
F*ck Kavanaugh Matte Liquid Lipstick -,1,AL
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,GA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,NC
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,AL
F*ck Kavanaugh Matte Liquid Lipstick -,1,OR
F*ck Kavanaugh Matte Liquid Lipstick -,1,NH
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,CO
F*ck Kavanaugh Matte Liquid Lipstick -,2,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,KY
F*ck Kavanaugh Matte Liquid Lipstick -,1,KY
F*ck Kavanaugh Matte Liquid Lipstick -,1,GA
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,IN
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,2,DC
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,2,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,AZ
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,OK
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,FL
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,3,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
"""F*ck Trump"" Pink Matte Liquid Lipstick -",3,TX
F*ck Kavanaugh Matte Liquid Lipstick -,2,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,2,TN
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,NH
F*ck Kavanaugh Matte Liquid Lipstick -,1,KY
F*ck Kavanaugh Matte Liquid Lipstick -,1,UT
F*ck Kavanaugh Matte Liquid Lipstick -,4,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,TN
"""F*ck Trump"" Pink Matte Liquid Lipstick -",2,MD
F*ck Kavanaugh Matte Liquid Lipstick -,2,MD
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,OK
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,CO
F*ck Kavanaugh Matte Liquid Lipstick -,1,IA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,1,NJ
F*ck Kavanaugh Matte Liquid Lipstick -,1,MI
F*ck Kavanaugh Matte Liquid Lipstick -,1,IN
F*ck Kavanaugh Matte Liquid Lipstick -,1,NH
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
"BATCH—001: ""02"" -",1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MA
F*ck Kavanaugh Matte Liquid Lipstick -,1,OH
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,MN
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,PA
F*ck Kavanaugh Matte Liquid Lipstick -,1,MD
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,TX
F*ck Kavanaugh Matte Liquid Lipstick -,1,CA
"""F*ck Trump"" Pink Matte Liquid Lipstick -",1,CT
F*ck Kavanaugh Matte Liquid Lipstick -,1,CT
F*ck Kavanaugh Matte Liquid Lipstick -,1,WA
F*ck Kavanaugh Matte Liquid Lipstick -,1,NY
F*ck Kavanaugh Matte Liquid Lipstick -,1,IL
